Customer_Index,Local_SHAP_Reason_1,Local_SHAP_Reason_2,Local_SHAP_Reason_3
584,Customer tenure reduced this customer's predicted churn risk.,Complaint history reduced this customer's predicted churn risk.,Customer satisfaction reduced this customer's predicted churn risk.
585,Customer tenure reduced this customer's predicted churn risk.,Complaint history reduced this customer's predicted churn risk.,Time since last order reduced this customer's predicted churn risk.
586,Customer tenure increased this customer's predicted churn risk.,Complaint history increased this customer's predicted churn risk.,Cashback behaviour reduced this customer's predicted churn risk.
587,Customer tenure reduced this customer's predicted churn risk.,Complaint history increased this customer's predicted churn risk.,Cashback behaviour reduced this customer's predicted churn risk.
588,Complaint history reduced this customer's predicted churn risk.,Number of saved addresses reduced this customer's predicted churn risk.,Customer tenure reduced this customer's predicted churn risk.
589,Customer tenure reduced this customer's predicted churn risk.,Cashback behaviour reduced this customer's predicted churn risk.,Complaint history increased this customer's predicted churn risk.
590,Customer tenure reduced this customer's predicted churn risk.,Complaint history increased this customer's predicted churn risk.,Time since last order reduced this customer's predicted churn risk.
591,Complaint history reduced this customer's predicted churn risk.,Customer tenure reduced this customer's predicted churn risk.,Time since last order increased this customer's predicted churn risk.
592,Customer tenure reduced this customer's predicted churn risk.,Complaint history increased this customer's predicted churn risk.,Cashback behaviour reduced this customer's predicted churn risk.
593,Customer tenure reduced this customer's predicted churn risk.,Complaint history reduced this customer's predicted churn risk.,Customer satisfaction reduced this customer's predicted churn risk.
594,Complaint history increased this customer's predicted churn risk.,Customer tenure reduced this customer's predicted churn risk.,Customer satisfaction increased this customer's predicted churn risk.
595,Customer tenure reduced this customer's predicted churn risk.,Cashback behaviour reduced this customer's predicted churn risk.,Complaint history reduced this customer's predicted churn risk.
596,Customer tenure reduced this customer's predicted churn risk.,Complaint history increased this customer's predicted churn risk.,Cashback behaviour reduced this customer's predicted churn risk.
597,Customer tenure reduced this customer's predicted churn risk.,Complaint history reduced this customer's predicted churn risk.,Time since last order reduced this customer's predicted churn risk.
598,Complaint history reduced this customer's predicted churn risk.,Customer tenure reduced this customer's predicted churn risk.,Time since last order increased this customer's predicted churn risk.
599,Complaint history increased this customer's predicted churn risk.,Delivery distance reduced this customer's predicted churn risk.,Customer tenure reduced this customer's predicted churn risk.
600,Customer tenure reduced this customer's predicted churn risk.,Complaint history reduced this customer's predicted churn risk.,Time since last order reduced this customer's predicted churn risk.
601,Customer tenure increased this customer's predicted churn risk.,Complaint history increased this customer's predicted churn risk.,Customer satisfaction reduced this customer's predicted churn risk.
602,Customer tenure reduced this customer's predicted churn risk.,Complaint history reduced this customer's predicted churn risk.,Time since last order reduced this customer's predicted churn risk.
603,Customer tenure reduced this customer's predicted churn risk.,Complaint history reduced this customer's predicted churn risk.,Cashback behaviour reduced this customer's predicted churn risk.
604,Customer tenure reduced this customer's predicted churn risk.,Cashback behaviour reduced this customer's predicted churn risk.,Complaint history reduced this customer's predicted churn risk.
605,Customer tenure reduced this customer's predicted churn risk.,Complaint history reduced this customer's predicted churn risk.,Time since last order reduced this customer's predicted churn risk.
606,Customer tenure reduced this customer's predicted churn risk.,Complaint history reduced this customer's predicted churn risk.,Time since last order reduced this customer's predicted churn risk.
607,Customer tenure reduced this customer's predicted churn risk.,Complaint history increased this customer's predicted churn risk.,Time since last order reduced this customer's predicted churn risk.
608,Customer tenure increased this customer's predicted churn risk.,Complaint history increased this customer's predicted churn risk.,Time since last order reduced this customer's predicted churn risk.
609,Customer tenure reduced this customer's predicted churn risk.,Complaint history reduced this customer's predicted churn risk.,Cashback behaviour reduced this customer's predicted churn risk.
610,Customer tenure reduced this customer's predicted churn risk.,Complaint history reduced this customer's predicted churn risk.,Time since last order reduced this customer's predicted churn risk.
611,Customer tenure reduced this customer's predicted churn risk.,Complaint history increased this customer's predicted churn risk.,Time since last order increased this customer's predicted churn risk.
612,Customer tenure reduced this customer's predicted churn risk.,Complaint history reduced this customer's predicted churn risk.,Customer satisfaction reduced this customer's predicted churn risk.
613,Customer tenure increased this customer's predicted churn risk.,Complaint history increased this customer's predicted churn risk.,Time since last order increased this customer's predicted churn risk.
614,Customer tenure reduced this customer's predicted churn risk.,Complaint history reduced this customer's predicted churn risk.,Delivery distance reduced this customer's predicted churn risk.
615,Complaint history reduced this customer's predicted churn risk.,Time since last order reduced this customer's predicted churn risk.,Customer tenure increased this customer's predicted churn risk.
616,Complaint history increased this customer's predicted churn risk.,Customer tenure reduced this customer's predicted churn risk.,Cashback behaviour increased this customer's predicted churn risk.
617,Customer tenure increased this customer's predicted churn risk.,Complaint history reduced this customer's predicted churn risk.,Number of saved addresses reduced this customer's predicted churn risk.
618,Customer tenure increased this customer's predicted churn risk.,Complaint history reduced this customer's predicted churn risk.,Number of saved addresses reduced this customer's predicted churn risk.
619,Customer tenure increased this customer's predicted churn risk.,Time since last order increased this customer's predicted churn risk.,Complaint history reduced this customer's predicted churn risk.
620,Complaint history increased this customer's predicted churn risk.,Customer tenure reduced this customer's predicted churn risk.,Cashback behaviour increased this customer's predicted churn risk.
621,Customer tenure reduced this customer's predicted churn risk.,Complaint history reduced this customer's predicted churn risk.,Time since last order reduced this customer's predicted churn risk.
622,Customer tenure reduced this customer's predicted churn risk.,Complaint history reduced this customer's predicted churn risk.,Time since last order reduced this customer's predicted churn risk.
623,Customer tenure increased this customer's predicted churn risk.,Complaint history reduced this customer's predicted churn risk.,Number of saved addresses reduced this customer's predicted churn risk.
624,Customer tenure reduced this customer's predicted churn risk.,Complaint history reduced this customer's predicted churn risk.,Time since last order reduced this customer's predicted churn risk.
625,Customer tenure reduced this customer's predicted churn risk.,Complaint history reduced this customer's predicted churn risk.,Customer satisfaction reduced this customer's predicted churn risk.
626,Customer tenure reduced this customer's predicted churn risk.,Complaint history reduced this customer's predicted churn risk.,Customer satisfaction reduced this customer's predicted churn risk.
627,Customer tenure reduced this customer's predicted churn risk.,Complaint history increased this customer's predicted churn risk.,Customer satisfaction reduced this customer's predicted churn risk.
628,Customer tenure reduced this customer's predicted churn risk.,Complaint history reduced this customer's predicted churn risk.,Delivery distance reduced this customer's predicted churn risk.
629,Complaint history reduced this customer's predicted churn risk.,Customer tenure reduced this customer's predicted churn risk.,Customer satisfaction reduced this customer's predicted churn risk.
630,Customer tenure reduced this customer's predicted churn risk.,Complaint history reduced this customer's predicted churn risk.,Number of saved addresses reduced this customer's predicted churn risk.
631,Customer tenure reduced this customer's predicted churn risk.,Complaint history reduced this customer's predicted churn risk.,Time since last order increased this customer's predicted churn risk.
632,Customer tenure increased this customer's predicted churn risk.,Complaint history increased this customer's predicted churn risk.,Number of saved addresses increased this customer's predicted churn risk.
633,Complaint history reduced this customer's predicted churn risk.,Delivery distance reduced this customer's predicted churn risk.,Number of saved addresses reduced this customer's predicted churn risk.
634,Customer tenure reduced this customer's predicted churn risk.,Complaint history reduced this customer's predicted churn risk.,Time since last order reduced this customer's predicted churn risk.
635,Complaint history increased this customer's predicted churn risk.,Time since last order reduced this customer's predicted churn risk.,Customer tenure reduced this customer's predicted churn risk.
636,Customer tenure reduced this customer's predicted churn risk.,Complaint history reduced this customer's predicted churn risk.,Time since last order reduced this customer's predicted churn risk.
637,Customer tenure reduced this customer's predicted churn risk.,Complaint history reduced this customer's predicted churn risk.,Time since last order reduced this customer's predicted churn risk.
638,Complaint history increased this customer's predicted churn risk.,Customer tenure increased this customer's predicted churn risk.,Time since last order increased this customer's predicted churn risk.
639,Customer tenure reduced this customer's predicted churn risk.,Complaint history reduced this customer's predicted churn risk.,Delivery distance reduced this customer's predicted churn risk.
640,Complaint history reduced this customer's predicted churn risk.,Customer tenure reduced this customer's predicted churn risk.,Time since last order increased this customer's predicted churn risk.
641,Delivery distance increased this customer's predicted churn risk.,Customer tenure reduced this customer's predicted churn risk.,Cashback behaviour increased this customer's predicted churn risk.
642,Customer tenure reduced this customer's predicted churn risk.,Complaint history reduced this customer's predicted churn risk.,Time since last order reduced this customer's predicted churn risk.
643,Complaint history increased this customer's predicted churn risk.,Customer tenure reduced this customer's predicted churn risk.,Delivery distance reduced this customer's predicted churn risk.
644,Customer tenure increased this customer's predicted churn risk.,Complaint history reduced this customer's predicted churn risk.,Customer satisfaction reduced this customer's predicted churn risk.
645,Customer tenure increased this customer's predicted churn risk.,Complaint history increased this customer's predicted churn risk.,Time since last order increased this customer's predicted churn risk.
646,Customer tenure reduced this customer's predicted churn risk.,Complaint history reduced this customer's predicted churn risk.,Delivery distance reduced this customer's predicted churn risk.
647,Complaint history increased this customer's predicted churn risk.,Customer satisfaction reduced this customer's predicted churn risk.,Customer tenure reduced this customer's predicted churn risk.
648,Customer tenure reduced this customer's predicted churn risk.,Complaint history reduced this customer's predicted churn risk.,Delivery distance reduced this customer's predicted churn risk.
649,Complaint history reduced this customer's predicted churn risk.,Cashback behaviour reduced this customer's predicted churn risk.,Customer tenure reduced this customer's predicted churn risk.
650,Complaint history reduced this customer's predicted churn risk.,Customer tenure reduced this customer's predicted churn risk.,Time since last order reduced this customer's predicted churn risk.
651,Customer tenure increased this customer's predicted churn risk.,Complaint history increased this customer's predicted churn risk.,Customer satisfaction increased this customer's predicted churn risk.
652,Customer tenure increased this customer's predicted churn risk.,Complaint history reduced this customer's predicted churn risk.,Delivery distance reduced this customer's predicted churn risk.
653,Complaint history reduced this customer's predicted churn risk.,Customer satisfaction reduced this customer's predicted churn risk.,Time since last order reduced this customer's predicted churn risk.
654,Customer tenure reduced this customer's predicted churn risk.,Complaint history reduced this customer's predicted churn risk.,Time since last order increased this customer's predicted churn risk.
655,Customer tenure reduced this customer's predicted churn risk.,Complaint history increased this customer's predicted churn risk.,Time since last order increased this customer's predicted churn risk.
656,Complaint history increased this customer's predicted churn risk.,Customer tenure reduced this customer's predicted churn risk.,Time since last order increased this customer's predicted churn risk.
657,Customer tenure reduced this customer's predicted churn risk.,Complaint history reduced this customer's predicted churn risk.,Delivery distance reduced this customer's predicted churn risk.
658,Customer tenure increased this customer's predicted churn risk.,Complaint history reduced this customer's predicted churn risk.,Number of saved addresses increased this customer's predicted churn risk.
659,Customer tenure reduced this customer's predicted churn risk.,Complaint history reduced this customer's predicted churn risk.,Time since last order reduced this customer's predicted churn risk.
660,Customer tenure increased this customer's predicted churn risk.,Complaint history increased this customer's predicted churn risk.,Customer satisfaction reduced this customer's predicted churn risk.
661,Complaint history reduced this customer's predicted churn risk.,Customer tenure reduced this customer's predicted churn risk.,Time since last order increased this customer's predicted churn risk.
662,Customer tenure reduced this customer's predicted churn risk.,Complaint history reduced this customer's predicted churn risk.,Customer satisfaction reduced this customer's predicted churn risk.
663,Customer tenure reduced this customer's predicted churn risk.,Complaint history reduced this customer's predicted churn risk.,Cashback behaviour reduced this customer's predicted churn risk.
664,Customer tenure reduced this customer's predicted churn risk.,Complaint history increased this customer's predicted churn risk.,Delivery distance reduced this customer's predicted churn risk.
665,Customer tenure reduced this customer's predicted churn risk.,Complaint history increased this customer's predicted churn risk.,Time since last order increased this customer's predicted churn risk.
666,Customer tenure increased this customer's predicted churn risk.,Complaint history reduced this customer's predicted churn risk.,Customer satisfaction increased this customer's predicted churn risk.
667,Customer tenure reduced this customer's predicted churn risk.,Complaint history reduced this customer's predicted churn risk.,Cashback behaviour reduced this customer's predicted churn risk.
668,Customer tenure reduced this customer's predicted churn risk.,Complaint history reduced this customer's predicted churn risk.,Cashback behaviour reduced this customer's predicted churn risk.
669,Customer tenure reduced this customer's predicted churn risk.,Complaint history reduced this customer's predicted churn risk.,Time since last order reduced this customer's predicted churn risk.
670,Customer tenure reduced this customer's predicted churn risk.,Complaint history reduced this customer's predicted churn risk.,Time since last order increased this customer's predicted churn risk.
671,Customer tenure increased this customer's predicted churn risk.,Complaint history reduced this customer's predicted churn risk.,Customer satisfaction reduced this customer's predicted churn risk.
672,Customer tenure reduced this customer's predicted churn risk.,Complaint history reduced this customer's predicted churn risk.,Time since last order reduced this customer's predicted churn risk.
673,Customer tenure increased this customer's predicted churn risk.,Complaint history reduced this customer's predicted churn risk.,Time since last order reduced this customer's predicted churn risk.
674,Customer tenure reduced this customer's predicted churn risk.,Complaint history reduced this customer's predicted churn risk.,Number of saved addresses increased this customer's predicted churn risk.
675,Customer tenure reduced this customer's predicted churn risk.,Complaint history reduced this customer's predicted churn risk.,Time since last order reduced this customer's predicted churn risk.
676,Customer tenure increased this customer's predicted churn risk.,Complaint history reduced this customer's predicted churn risk.,Customer satisfaction reduced this customer's predicted churn risk.
677,Complaint history increased this customer's predicted churn risk.,Time since last order increased this customer's predicted churn risk.,Delivery distance increased this customer's predicted churn risk.
678,Customer tenure reduced this customer's predicted churn risk.,Complaint history reduced this customer's predicted churn risk.,Time since last order reduced this customer's predicted churn risk.
679,Customer tenure reduced this customer's predicted churn risk.,Complaint history reduced this customer's predicted churn risk.,Customer satisfaction reduced this customer's predicted churn risk.
680,Complaint history reduced this customer's predicted churn risk.,Customer tenure reduced this customer's predicted churn risk.,Time since last order reduced this customer's predicted churn risk.
681,Customer tenure reduced this customer's predicted churn risk.,Complaint history reduced this customer's predicted churn risk.,Number of saved addresses reduced this customer's predicted churn risk.
682,Customer tenure reduced this customer's predicted churn risk.,Complaint history reduced this customer's predicted churn risk.,Cashback behaviour reduced this customer's predicted churn risk.
683,Customer tenure increased this customer's predicted churn risk.,Complaint history reduced this customer's predicted churn risk.,Customer satisfaction reduced this customer's predicted churn risk.
684,Customer tenure increased this customer's predicted churn risk.,Complaint history reduced this customer's predicted churn risk.,Number of saved addresses increased this customer's predicted churn risk.
685,Customer tenure reduced this customer's predicted churn risk.,Cashback behaviour reduced this customer's predicted churn risk.,Complaint history reduced this customer's predicted churn risk.
686,Customer tenure increased this customer's predicted churn risk.,Complaint history reduced this customer's predicted churn risk.,Number of saved addresses reduced this customer's predicted churn risk.
687,Customer tenure reduced this customer's predicted churn risk.,Time since last order increased this customer's predicted churn risk.,Complaint history reduced this customer's predicted churn risk.
688,Customer tenure increased this customer's predicted churn risk.,Complaint history increased this customer's predicted churn risk.,Time since last order increased this customer's predicted churn risk.
689,Complaint history reduced this customer's predicted churn risk.,Customer tenure reduced this customer's predicted churn risk.,Time since last order reduced this customer's predicted churn risk.
690,Complaint history increased this customer's predicted churn risk.,Customer tenure increased this customer's predicted churn risk.,Time since last order increased this customer's predicted churn risk.
691,Complaint history increased this customer's predicted churn risk.,Time since last order increased this customer's predicted churn risk.,Cashback behaviour increased this customer's predicted churn risk.
692,Customer tenure increased this customer's predicted churn risk.,Complaint history reduced this customer's predicted churn risk.,Time since last order increased this customer's predicted churn risk.
693,Customer tenure increased this customer's predicted churn risk.,Complaint history reduced this customer's predicted churn risk.,Time since last order reduced this customer's predicted churn risk.
694,Customer tenure reduced this customer's predicted churn risk.,Complaint history reduced this customer's predicted churn risk.,Number of saved addresses reduced this customer's predicted churn risk.
695,Customer tenure reduced this customer's predicted churn risk.,Cashback behaviour reduced this customer's predicted churn risk.,Complaint history increased this customer's predicted churn risk.
696,Customer tenure reduced this customer's predicted churn risk.,Complaint history reduced this customer's predicted churn risk.,Customer satisfaction reduced this customer's predicted churn risk.
697,Customer tenure reduced this customer's predicted churn risk.,Complaint history reduced this customer's predicted churn risk.,Time since last order reduced this customer's predicted churn risk.
698,Customer tenure reduced this customer's predicted churn risk.,Complaint history reduced this customer's predicted churn risk.,Time since last order reduced this customer's predicted churn risk.
699,Complaint history reduced this customer's predicted churn risk.,Number of saved addresses reduced this customer's predicted churn risk.,Customer tenure increased this customer's predicted churn risk.
700,Customer tenure increased this customer's predicted churn risk.,Complaint history reduced this customer's predicted churn risk.,Delivery distance increased this customer's predicted churn risk.
701,Customer tenure increased this customer's predicted churn risk.,Complaint history increased this customer's predicted churn risk.,Number of saved addresses reduced this customer's predicted churn risk.
702,Customer tenure reduced this customer's predicted churn risk.,Complaint history reduced this customer's predicted churn risk.,Cashback behaviour reduced this customer's predicted churn risk.
703,Customer tenure increased this customer's predicted churn risk.,Complaint history reduced this customer's predicted churn risk.,Number of saved addresses increased this customer's predicted churn risk.
704,Customer tenure reduced this customer's predicted churn risk.,Complaint history reduced this customer's predicted churn risk.,Time since last order reduced this customer's predicted churn risk.
705,Customer tenure reduced this customer's predicted churn risk.,Complaint history reduced this customer's predicted churn risk.,Cashback behaviour reduced this customer's predicted churn risk.
706,Customer tenure reduced this customer's predicted churn risk.,Complaint history reduced this customer's predicted churn risk.,Time since last order reduced this customer's predicted churn risk.
707,Customer tenure reduced this customer's predicted churn risk.,Complaint history reduced this customer's predicted churn risk.,Time since last order reduced this customer's predicted churn risk.
708,Complaint history increased this customer's predicted churn risk.,Number of saved addresses reduced this customer's predicted churn risk.,Time since last order reduced this customer's predicted churn risk.
709,Customer tenure reduced this customer's predicted churn risk.,Complaint history reduced this customer's predicted churn risk.,Number of saved addresses reduced this customer's predicted churn risk.
710,Customer tenure reduced this customer's predicted churn risk.,Complaint history reduced this customer's predicted churn risk.,Time since last order reduced this customer's predicted churn risk.
711,Customer tenure reduced this customer's predicted churn risk.,Complaint history reduced this customer's predicted churn risk.,Customer satisfaction reduced this customer's predicted churn risk.
712,Customer tenure increased this customer's predicted churn risk.,Complaint history increased this customer's predicted churn risk.,Number of saved addresses increased this customer's predicted churn risk.
713,Complaint history reduced this customer's predicted churn risk.,Customer tenure reduced this customer's predicted churn risk.,Time since last order reduced this customer's predicted churn risk.
714,Customer tenure increased this customer's predicted churn risk.,Complaint history increased this customer's predicted churn risk.,Number of saved addresses increased this customer's predicted churn risk.
715,Customer tenure increased this customer's predicted churn risk.,Complaint history reduced this customer's predicted churn risk.,Number of saved addresses increased this customer's predicted churn risk.
716,Customer tenure increased this customer's predicted churn risk.,Complaint history reduced this customer's predicted churn risk.,Time since last order increased this customer's predicted churn risk.
717,Complaint history reduced this customer's predicted churn risk.,Time since last order reduced this customer's predicted churn risk.,Customer satisfaction reduced this customer's predicted churn risk.
718,Customer tenure reduced this customer's predicted churn risk.,Complaint history reduced this customer's predicted churn risk.,Customer satisfaction reduced this customer's predicted churn risk.
719,Customer tenure reduced this customer's predicted churn risk.,Cashback behaviour reduced this customer's predicted churn risk.,Complaint history increased this customer's predicted churn risk.
720,Customer tenure reduced this customer's predicted churn risk.,Complaint history reduced this customer's predicted churn risk.,Time since last order reduced this customer's predicted churn risk.
721,Complaint history reduced this customer's predicted churn risk.,Customer tenure reduced this customer's predicted churn risk.,Time since last order reduced this customer's predicted churn risk.
722,Customer tenure increased this customer's predicted churn risk.,Number of saved addresses increased this customer's predicted churn risk.,Complaint history reduced this customer's predicted churn risk.
723,Customer tenure reduced this customer's predicted churn risk.,Cashback behaviour reduced this customer's predicted churn risk.,Complaint history reduced this customer's predicted churn risk.
724,Customer tenure reduced this customer's predicted churn risk.,Complaint history increased this customer's predicted churn risk.,Time since last order reduced this customer's predicted churn risk.
725,Customer tenure reduced this customer's predicted churn risk.,Complaint history increased this customer's predicted churn risk.,Time since last order reduced this customer's predicted churn risk.
726,Complaint history increased this customer's predicted churn risk.,Customer tenure reduced this customer's predicted churn risk.,Customer satisfaction reduced this customer's predicted churn risk.
727,Customer tenure reduced this customer's predicted churn risk.,Complaint history reduced this customer's predicted churn risk.,Cashback behaviour reduced this customer's predicted churn risk.
728,Customer tenure reduced this customer's predicted churn risk.,Complaint history reduced this customer's predicted churn risk.,Time since last order reduced this customer's predicted churn risk.
729,Complaint history reduced this customer's predicted churn risk.,Customer tenure reduced this customer's predicted churn risk.,Time since last order reduced this customer's predicted churn risk.
730,Customer tenure increased this customer's predicted churn risk.,Complaint history reduced this customer's predicted churn risk.,Number of saved addresses reduced this customer's predicted churn risk.
731,Customer tenure reduced this customer's predicted churn risk.,Cashback behaviour reduced this customer's predicted churn risk.,Complaint history reduced this customer's predicted churn risk.
732,Customer tenure reduced this customer's predicted churn risk.,Complaint history reduced this customer's predicted churn risk.,Delivery distance reduced this customer's predicted churn risk.
733,Customer tenure reduced this customer's predicted churn risk.,Complaint history reduced this customer's predicted churn risk.,Customer satisfaction reduced this customer's predicted churn risk.
734,Customer tenure increased this customer's predicted churn risk.,Complaint history increased this customer's predicted churn risk.,Time since last order reduced this customer's predicted churn risk.
735,Customer tenure increased this customer's predicted churn risk.,Number of saved addresses increased this customer's predicted churn risk.,Complaint history reduced this customer's predicted churn risk.
736,Customer tenure reduced this customer's predicted churn risk.,Complaint history reduced this customer's predicted churn risk.,Time since last order reduced this customer's predicted churn risk.
737,Customer tenure reduced this customer's predicted churn risk.,Complaint history increased this customer's predicted churn risk.,Number of saved addresses increased this customer's predicted churn risk.
738,Customer tenure reduced this customer's predicted churn risk.,Complaint history reduced this customer's predicted churn risk.,Delivery distance reduced this customer's predicted churn risk.
739,Complaint history increased this customer's predicted churn risk.,Customer tenure reduced this customer's predicted churn risk.,Time since last order increased this customer's predicted churn risk.
740,Customer tenure reduced this customer's predicted churn risk.,Complaint history increased this customer's predicted churn risk.,Time since last order reduced this customer's predicted churn risk.
741,Customer tenure reduced this customer's predicted churn risk.,Complaint history reduced this customer's predicted churn risk.,Time since last order reduced this customer's predicted churn risk.
742,Customer tenure reduced this customer's predicted churn risk.,Complaint history reduced this customer's predicted churn risk.,Cashback behaviour reduced this customer's predicted churn risk.
743,Customer tenure reduced this customer's predicted churn risk.,Complaint history reduced this customer's predicted churn risk.,Customer satisfaction reduced this customer's predicted churn risk.
744,Customer tenure reduced this customer's predicted churn risk.,Complaint history increased this customer's predicted churn risk.,Customer satisfaction reduced this customer's predicted churn risk.
745,Customer tenure reduced this customer's predicted churn risk.,Complaint history reduced this customer's predicted churn risk.,Number of saved addresses reduced this customer's predicted churn risk.
746,Customer tenure increased this customer's predicted churn risk.,Complaint history reduced this customer's predicted churn risk.,Time since last order reduced this customer's predicted churn risk.
747,Customer tenure reduced this customer's predicted churn risk.,Complaint history reduced this customer's predicted churn risk.,Customer satisfaction reduced this customer's predicted churn risk.
748,Customer tenure reduced this customer's predicted churn risk.,Complaint history reduced this customer's predicted churn risk.,Time since last order reduced this customer's predicted churn risk.
749,Customer tenure increased this customer's predicted churn risk.,Complaint history increased this customer's predicted churn risk.,Number of saved addresses increased this customer's predicted churn risk.
750,Complaint history reduced this customer's predicted churn risk.,Customer tenure reduced this customer's predicted churn risk.,Customer satisfaction reduced this customer's predicted churn risk.
751,Customer tenure reduced this customer's predicted churn risk.,Number of saved addresses increased this customer's predicted churn risk.,Complaint history reduced this customer's predicted churn risk.
752,Customer tenure reduced this customer's predicted churn risk.,Complaint history increased this customer's predicted churn risk.,Customer satisfaction reduced this customer's predicted churn risk.
753,Customer tenure reduced this customer's predicted churn risk.,Complaint history reduced this customer's predicted churn risk.,Time since last order reduced this customer's predicted churn risk.
754,Customer tenure reduced this customer's predicted churn risk.,Complaint history reduced this customer's predicted churn risk.,Time since last order reduced this customer's predicted churn risk.
755,Customer tenure reduced this customer's predicted churn risk.,Complaint history reduced this customer's predicted churn risk.,Cashback behaviour reduced this customer's predicted churn risk.
756,Customer tenure reduced this customer's predicted churn risk.,Complaint history reduced this customer's predicted churn risk.,Time since last order reduced this customer's predicted churn risk.
757,Customer tenure reduced this customer's predicted churn risk.,Complaint history reduced this customer's predicted churn risk.,Number of saved addresses reduced this customer's predicted churn risk.
758,Complaint history reduced this customer's predicted churn risk.,Customer tenure reduced this customer's predicted churn risk.,Time since last order reduced this customer's predicted churn risk.
759,Customer tenure reduced this customer's predicted churn risk.,Complaint history reduced this customer's predicted churn risk.,Delivery distance reduced this customer's predicted churn risk.
760,Customer tenure increased this customer's predicted churn risk.,Complaint history reduced this customer's predicted churn risk.,Number of saved addresses reduced this customer's predicted churn risk.
761,Customer tenure reduced this customer's predicted churn risk.,Complaint history reduced this customer's predicted churn risk.,Time since last order reduced this customer's predicted churn risk.
762,Customer tenure reduced this customer's predicted churn risk.,Complaint history increased this customer's predicted churn risk.,Time since last order reduced this customer's predicted churn risk.
763,Customer tenure reduced this customer's predicted churn risk.,Complaint history increased this customer's predicted churn risk.,Time since last order reduced this customer's predicted churn risk.
764,Customer tenure increased this customer's predicted churn risk.,Customer satisfaction reduced this customer's predicted churn risk.,Complaint history increased this customer's predicted churn risk.
765,Customer tenure reduced this customer's predicted churn risk.,Complaint history increased this customer's predicted churn risk.,Time since last order reduced this customer's predicted churn risk.
766,Customer tenure increased this customer's predicted churn risk.,Complaint history reduced this customer's predicted churn risk.,Customer satisfaction increased this customer's predicted churn risk.
767,Customer tenure reduced this customer's predicted churn risk.,Complaint history increased this customer's predicted churn risk.,Cashback behaviour reduced this customer's predicted churn risk.
768,Complaint history reduced this customer's predicted churn risk.,Time since last order reduced this customer's predicted churn risk.,Delivery distance reduced this customer's predicted churn risk.
769,Customer tenure reduced this customer's predicted churn risk.,Cashback behaviour reduced this customer's predicted churn risk.,Complaint history reduced this customer's predicted churn risk.
770,Customer tenure reduced this customer's predicted churn risk.,Complaint history reduced this customer's predicted churn risk.,Customer satisfaction reduced this customer's predicted churn risk.
771,Customer tenure reduced this customer's predicted churn risk.,Complaint history increased this customer's predicted churn risk.,Time since last order reduced this customer's predicted churn risk.
772,Customer tenure reduced this customer's predicted churn risk.,Complaint history reduced this customer's predicted churn risk.,Time since last order reduced this customer's predicted churn risk.
773,Customer tenure reduced this customer's predicted churn risk.,Complaint history reduced this customer's predicted churn risk.,Customer satisfaction reduced this customer's predicted churn risk.
774,Customer tenure reduced this customer's predicted churn risk.,Complaint history reduced this customer's predicted churn risk.,Cashback behaviour reduced this customer's predicted churn risk.
775,Customer tenure increased this customer's predicted churn risk.,Complaint history increased this customer's predicted churn risk.,Number of saved addresses reduced this customer's predicted churn risk.
776,Customer tenure increased this customer's predicted churn risk.,Complaint history reduced this customer's predicted churn risk.,Number of saved addresses reduced this customer's predicted churn risk.
777,Customer tenure reduced this customer's predicted churn risk.,Complaint history increased this customer's predicted churn risk.,Number of saved addresses reduced this customer's predicted churn risk.
778,Customer tenure reduced this customer's predicted churn risk.,Complaint history increased this customer's predicted churn risk.,Delivery distance reduced this customer's predicted churn risk.
779,Complaint history reduced this customer's predicted churn risk.,Customer tenure reduced this customer's predicted churn risk.,Customer satisfaction reduced this customer's predicted churn risk.
780,Customer tenure increased this customer's predicted churn risk.,Complaint history increased this customer's predicted churn risk.,Time since last order reduced this customer's predicted churn risk.
781,Complaint history reduced this customer's predicted churn risk.,Customer tenure reduced this customer's predicted churn risk.,Number of saved addresses reduced this customer's predicted churn risk.
782,Customer tenure reduced this customer's predicted churn risk.,Complaint history increased this customer's predicted churn risk.,Delivery distance reduced this customer's predicted churn risk.
783,Customer tenure reduced this customer's predicted churn risk.,Complaint history reduced this customer's predicted churn risk.,Cashback behaviour reduced this customer's predicted churn risk.
784,Customer tenure reduced this customer's predicted churn risk.,Complaint history reduced this customer's predicted churn risk.,Time since last order reduced this customer's predicted churn risk.
785,Customer tenure increased this customer's predicted churn risk.,Complaint history reduced this customer's predicted churn risk.,Time spent on the app reduced this customer's predicted churn risk.
786,Customer tenure reduced this customer's predicted churn risk.,Complaint history reduced this customer's predicted churn risk.,Delivery distance reduced this customer's predicted churn risk.
787,Customer tenure reduced this customer's predicted churn risk.,Complaint history increased this customer's predicted churn risk.,Time since last order increased this customer's predicted churn risk.
788,Customer tenure increased this customer's predicted churn risk.,Complaint history increased this customer's predicted churn risk.,Number of saved addresses increased this customer's predicted churn risk.
789,Customer tenure reduced this customer's predicted churn risk.,Complaint history increased this customer's predicted churn risk.,Number of saved addresses reduced this customer's predicted churn risk.
790,Customer tenure reduced this customer's predicted churn risk.,Complaint history increased this customer's predicted churn risk.,Number of saved addresses increased this customer's predicted churn risk.
791,Customer tenure reduced this customer's predicted churn risk.,Cashback behaviour reduced this customer's predicted churn risk.,Complaint history reduced this customer's predicted churn risk.
